T07	"Enrolment in primary, secondary and tertiary education levels"					
202	Sub-Saharan Africa	2016	Gross enrollment ratio - Secondary (male)	45.6	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
202	Sub-Saharan Africa	2016	Gross enrollment ratio - Secondary (female)	39.4	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
202	Sub-Saharan Africa	2016	Students enrolled in tertiary education (thousands)	"7,429"	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
202	Sub-Saharan Africa	2016	Gross enrollment ratio - Tertiary (male)	9.9	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
202	Sub-Saharan Africa	2016	Gross enrollment ratio - Tertiary (female)	7	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Students enrolled in primary education (thousands)	"26,780"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Gross enrollement ratio - Primary (male)	99		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Gross enrollment ratio - Primary (female)	98		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Students enrolled in secondary education (thousands)	"27,039"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Gross enrollment ratio - Secondary (male)	94.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Gross enrollment ratio - Secondary (female)	95.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Students enrolled in tertiary education (thousands)	"18,573"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Gross enrollment ratio - Tertiary (male)	67.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2005	Gross enrollment ratio - Tertiary (female)	95		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Students enrolled in primary education (thousands)	"26,565"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Gross enrollement ratio - Primary (male)	99.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Gross enrollment ratio - Primary (female)	99.1		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Students enrolled in secondary education (thousands)	"26,809"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Gross enrollment ratio - Secondary (male)	93.5		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Gross enrollment ratio - Secondary (female)	94.3		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Students enrolled in tertiary education (thousands)	"21,799"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Gross enrollment ratio - Tertiary (male)	75.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2010	Gross enrollment ratio - Tertiary (female)	105.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Students enrolled in primary education (thousands)	"26,792"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Gross enrollement ratio - Primary (male)	98.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Gross enrollment ratio - Primary (female)	98.8		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Students enrolled in secondary education (thousands)	"26,895"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Gross enrollment ratio - Secondary (male)	96.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Gross enrollment ratio - Secondary (female)	97.6		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Students enrolled in tertiary education (thousands)	"21,116"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Gross enrollment ratio - Tertiary (male)	72		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2014	Gross enrollment ratio - Tertiary (female)	97.2		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Students enrolled in primary education (thousands)	"27,094"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Gross enrollement ratio - Primary (male)	99.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Gross enrollment ratio - Primary (female)	99.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Students enrolled in secondary education (thousands)	"27,063"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Gross enrollment ratio - Secondary (male)	97.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Gross enrollment ratio - Secondary (female)	98.9		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Students enrolled in tertiary education (thousands)	"20,950"		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Gross enrollment ratio - Tertiary (male)	71.7		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2015	Gross enrollment ratio - Tertiary (female)	96.4		"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2016	Students enrolled in primary education (thousands)	"27,177"	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2016	Gross enrollement ratio - Primary (male)	99.3	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2016	Gross enrollment ratio - Primary (female)	99.6	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
21	Northern America	2016	Students enrolled in secondary education (thousands)	"26,953"	Estimate.	"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2018."
